"customer_id","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","avg_monthly_revenue","tenure_bucket","is_monthly_contract","has_fiber_internet","addon_services_count","churn"
"6572-ADKRS","Female",False,False,False,46,True,"No","Fiber optic","No","No","Yes","No","No","No","Month-to-month",True,"Credit card (automatic)","74.80","3548.30","77.1369565217391304","24+",True,True,1,False
"5380-WJKOV","Male",False,False,False,34,True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month",True,"Electronic check","106.35","3549.25","104.3897058823529412","24+",True,True,4,True
"8168-UQWWF","Female",False,False,False,11,True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month",True,"Bank transfer (automatic)","97.85","1105.40","100.4909090909090909","6-12",True,True,3,True
"8865-TNMNX","Male",False,True,True,10,True,"No","DSL","No","Yes","No","No","No","No","One year",False,"Mailed check","49.55","475.70","47.5700000000000000","6-12",False,False,1,False
"9489-DEDVP","Female",False,True,True,70,True,"Yes","DSL","Yes","Yes","No","No","Yes","No","Two year",True,"Credit card (automatic)","69.20","4872.35","69.6050000000000000","24+",False,False,3,False
"9867-JCZSP","Female",False,True,True,17,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Mailed check","20.75","418.25","24.6029411764705882","13-24",False,False,0,False
"4671-VJLCL","Female",False,False,False,63,True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year",True,"Credit card (automatic)","79.85","4861.45","77.1658730158730159","24+",False,False,5,False
"4080-IIARD","Female",False,True,False,13,True,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month",True,"Electronic check","76.20","981.45","75.4961538461538462","13-24",True,False,4,False
"3714-NTNFO","Female",False,False,False,49,True,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month",True,"Electronic check","84.50","3906.70","79.7285714285714286","24+",True,True,1,False
"5948-UJZLF","Male",False,False,False,2,True,"No","DSL","No","Yes","No","No","No","No","Month-to-month",False,"Mailed check","49.25","97.00","48.5000000000000000","0-6",True,False,1,False
"7760-OYPDY","Female",False,False,False,2,True,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month",True,"Electronic check","80.65","144.15","72.0750000000000000","0-6",True,True,1,True
"7639-LIAYI","Male",False,False,False,52,True,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year",True,"Credit card (automatic)","79.75","4217.80","81.1115384615384615","24+",False,False,4,False
"2954-PIBKO","Female",False,True,True,69,True,"Yes","DSL","Yes","No","Yes","Yes","No","No","Two year",True,"Credit card (automatic)","64.15","4254.10","61.6536231884057971","24+",False,False,3,False
"8012-SOUDQ","Female",True,False,False,43,True,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month",True,"Electronic check","90.25","3838.75","89.2732558139534884","24+",True,True,2,False
"9420-LOJKX","Female",False,False,False,15,True,"No","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month",True,"Credit card (automatic)","99.10","1426.40","95.0933333333333333","13-24",True,True,4,True
"6575-SUVOI","Female",True,True,False,25,True,"Yes","DSL","Yes","No","No","Yes","Yes","No","Month-to-month",True,"Credit card (automatic)","69.50","1752.65","70.1060000000000000","24+",True,False,3,False
"7495-OOKFY","Female",True,True,False,8,True,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month",True,"Credit card (automatic)","80.65","633.30","79.1625000000000000","6-12",True,True,1,True
"4667-QONEA","Female",True,True,True,60,True,"No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year",True,"Credit card (automatic)","74.85","4456.35","74.2725000000000000","24+",False,False,5,False
"1658-BYGOY","Male",True,False,False,18,True,"Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month",True,"Electronic check","95.45","1752.55","97.3638888888888889","13-24",True,True,2,True
"8769-KKTPH","Female",False,True,True,63,True,"Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year",True,"Credit card (automatic)","99.65","6311.20","100.1777777777777778","24+",False,True,3,False
"5067-XJQFU","Male",True,True,True,66,True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year",True,"Electronic check","108.45","7076.35","107.2174242424242424","24+",False,True,5,False
"3957-SQXML","Female",False,True,True,34,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Credit card (automatic)","24.95","894.30","26.3029411764705882","24+",False,False,0,False
"5954-BDFSG","Female",False,False,False,72,True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year",True,"Credit card (automatic)","107.50","7853.70","109.0791666666666667","24+",False,True,4,False
"0434-CSFON","Female",False,True,False,47,True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month",True,"Electronic check","100.50","4707.10","100.1510638297872340","24+",True,True,3,False
"1215-FIGMP","Male",False,False,False,60,True,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month",True,"Bank transfer (automatic)","89.90","5450.70","90.8450000000000000","24+",True,True,2,False
"0526-SXDJP","Male",False,True,False,72,False,"No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year",False,"Bank transfer (automatic)","42.10","2962.00","41.1388888888888889","24+",False,False,3,False
"0557-ASKVU","Female",False,True,True,18,True,"No","DSL","No","No","Yes","Yes","No","No","One year",True,"Credit card (automatic)","54.40","957.10","53.1722222222222222","13-24",False,False,2,False
"5698-BQJOH","Female",False,False,False,9,True,"Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month",False,"Electronic check","94.40","857.25","95.2500000000000000","6-12",True,True,2,True
"5122-CYFXA","Female",False,False,False,3,True,"No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month",True,"Electronic check","75.30","244.10","81.3666666666666667","0-6",True,False,4,False
"8627-ZYGSZ","Male",False,True,False,47,True,"Yes","Fiber optic","No","Yes","No","No","No","No","One year",True,"Electronic check","78.90","3650.35","77.6670212765957447","24+",False,True,1,False
"3410-YOQBQ","Female",False,False,False,31,True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year",False,"Mailed check","79.20","2497.20","80.5548387096774194","24+",False,False,5,False
"3170-NMYVV","Female",False,True,True,50,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","20.15","930.90","18.6180000000000000","24+",False,False,0,False
"7410-OIEDU","Male",False,False,False,10,True,"No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month",True,"Mailed check","79.85","887.35","88.7350000000000000","6-12",True,True,2,False
"2273-QCKXA","Male",False,False,False,1,True,"No","DSL","No","No","No","Yes","No","No","Month-to-month",False,"Mailed check","49.05","49.05","49.0500000000000000","0-6",True,False,1,False
"0731-EBJQB","Female",False,True,True,52,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Electronic check","20.40","1090.65","20.9740384615384615","24+",False,False,0,False
"1891-QRQSA","Male",True,True,True,64,True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","111.60","7099.00","110.9218750000000000","24+",False,True,5,False
"8028-PNXHQ","Male",False,True,True,62,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Bank transfer (automatic)","24.25","1424.60","22.9774193548387097","24+",False,False,0,False
"5630-AHZIL","Female",False,False,True,3,True,"No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month",True,"Bank transfer (automatic)","64.50","177.40","59.1333333333333333","0-6",True,False,3,False
"2673-CXQEU","Female",True,False,False,56,True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year",False,"Electronic check","110.50","6139.50","109.6339285714285714","24+",False,True,5,False
"6416-JNVRK","Female",False,False,False,46,True,"No","DSL","No","No","No","No","No","Yes","One year",False,"Credit card (automatic)","55.65","2688.85","58.4532608695652174","24+",False,False,1,False
"5590-ZSKRV","Female",False,True,True,8,True,"No","DSL","Yes","Yes","No","No","No","No","Month-to-month",False,"Mailed check","54.65","482.25","60.2812500000000000","6-12",True,False,2,False
"0191-ZHSKZ","Male",True,False,False,30,True,"No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month",True,"Electronic check","74.75","2111.30","70.3766666666666667","24+",True,False,4,False
"3887-PBQAO","Female",False,True,True,45,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Credit card (automatic)","25.90","1216.60","27.0355555555555556","24+",False,False,0,False
"5919-TMRGD","Female",False,False,True,1,True,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month",True,"Electronic check","79.35","79.35","79.3500000000000000","0-6",True,True,1,True
"8108-UXRQN","Female",False,True,True,11,False,"No phone service","DSL","Yes","No","No","No","Yes","Yes","Month-to-month",False,"Electronic check","50.55","565.35","51.3954545454545455","6-12",True,False,3,False
"9191-MYQKX","Female",False,True,False,7,True,"No","Fiber optic","No","No","Yes","No","No","No","Month-to-month",True,"Bank transfer (automatic)","75.15","496.90","70.9857142857142857","6-12",True,True,1,True
"9919-YLNNG","Female",False,False,False,42,True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month",True,"Bank transfer (automatic)","103.80","4327.50","103.0357142857142857","24+",True,True,5,False
"0318-ZOPWS","Female",False,True,False,49,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Bank transfer (automatic)","20.15","973.35","19.8642857142857143","24+",False,False,0,False
"4445-ZJNMU","Male",False,False,False,9,True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month",True,"Credit card (automatic)","99.30","918.75","102.0833333333333333","6-12",True,True,3,False
"4808-YNLEU","Female",False,True,False,35,True,"No","DSL","Yes","No","No","No","Yes","No","One year",True,"Bank transfer (automatic)","62.15","2215.45","63.2985714285714286","24+",False,False,2,False
"1862-QRWPE","Female",False,True,True,48,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","20.65","1057.00","22.0208333333333333","24+",False,False,0,False
"5997-OPVFA","Male",False,True,False,72,True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","89.05","6254.45","86.8673611111111111","24+",False,False,6,False
"6625-UTXEW","Female",False,True,False,12,True,"No","DSL","No","Yes","No","No","No","No","Month-to-month",True,"Electronic check","51.25","612.10","51.0083333333333333","6-12",True,False,1,False
"2796-NNUFI","Female",False,True,True,46,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Mailed check","19.95","927.10","20.1543478260869565","24+",False,False,0,False
"3016-KSVCP","Male",False,True,False,29,False,"No phone service","DSL","No","No","No","No","Yes","No","Month-to-month",False,"Mailed check","33.75","1009.25","34.8017241379310345","24+",True,False,1,False
"4767-HZZHQ","Male",False,True,True,30,True,"No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month",False,"Bank transfer (automatic)","82.05","2570.20","85.6733333333333333","24+",True,True,2,False
"2424-WVHPL","Male",True,False,False,1,True,"No","Fiber optic","No","No","No","Yes","No","No","Month-to-month",False,"Electronic check","74.70","74.70","74.7000000000000000","0-6",True,True,1,False
"7233-PAHHL","Male",False,True,True,66,True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year",True,"Mailed check","84.00","5714.25","86.5795454545454545","24+",False,False,5,False
"6067-NGCEU","Female",False,False,False,65,True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month",True,"Credit card (automatic)","111.05","7107.00","109.3384615384615385","24+",True,True,5,False
"9848-JQJTX","Male",False,False,False,72,True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year",True,"Bank transfer (automatic)","100.90","7459.05","103.5979166666666667","24+",False,True,4,False
"8637-XJIVR","Female",False,False,False,12,True,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month",True,"Electronic check","78.95","927.35","77.2791666666666667","6-12",True,True,1,True
"9803-FTJCG","Male",False,True,True,71,True,"Yes","DSL","Yes","Yes","No","Yes","No","No","One year",True,"Credit card (automatic)","66.85","4748.70","66.8830985915492958","24+",False,False,3,False
"0278-YXOOG","Male",False,False,False,5,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","21.05","113.85","22.7700000000000000","0-6",True,False,0,True
"3212-KXOCR","Male",False,False,False,52,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","21.00","1107.20","21.2923076923076923","24+",False,False,0,False
"4598-XLKNJ","Female",True,True,False,25,True,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month",True,"Electronic check","98.50","2514.50","100.5800000000000000","24+",True,True,4,True
"6380-ARCEH","Male",False,False,False,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.20","20.20","20.2000000000000000","0-6",True,False,0,False
"3679-XASPY","Female",False,True,True,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Electronic check","19.45","19.45","19.4500000000000000","0-6",True,False,0,False
"7123-WQUHX","Male",False,False,False,38,True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","No","One year",False,"Bank transfer (automatic)","95.00","3605.60","94.8842105263157895","24+",False,True,3,False
"5386-THSLQ","Female",True,True,False,66,False,"No phone service","DSL","No","Yes","Yes","No","Yes","No","One year",False,"Bank transfer (automatic)","45.55","3027.25","45.8674242424242424","24+",False,False,3,False
"3192-NQECA","Male",False,True,False,68,True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","110.00","7611.85","111.9389705882352941","24+",False,True,5,True
"6180-YBIQI","Male",False,False,False,5,False,"No phone service","DSL","No","No","No","No","No","No","Month-to-month",False,"Mailed check","24.30","100.20","20.0400000000000000","0-6",True,False,0,False
"6728-DKUCO","Female",False,True,True,72,True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year",True,"Electronic check","104.15","7303.05","101.4312500000000000","24+",False,True,4,False
"9750-BOOHV","Female",False,False,False,32,False,"No phone service","DSL","Yes","No","No","No","No","No","One year",False,"Mailed check","30.15","927.65","28.9890625000000000","24+",False,False,1,False
"8597-CWYHH","Male",False,False,False,43,True,"Yes","Fiber optic","No","No","No","No","Yes","Yes","One year",False,"Mailed check","94.35","3921.30","91.1930232558139535","24+",False,True,2,False
"2848-YXSMW","Male",False,True,True,72,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Credit card (automatic)","19.40","1363.25","18.9340277777777778","24+",False,False,0,False
"0486-HECZI","Male",False,True,False,55,True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month",True,"Electronic check","96.75","5238.90","95.2527272727272727","24+",True,True,3,True
"4549-ZDQYY","Female",False,False,False,52,True,"No","DSL","Yes","No","Yes","Yes","No","No","One year",False,"Credit card (automatic)","57.95","3042.25","58.5048076923076923","24+",False,False,3,False
"5712-AHQNN","Female",False,False,False,43,True,"No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month",True,"Electronic check","91.65","3954.10","91.9558139534883721","24+",True,True,3,False
"4846-WHAFZ","Female",True,True,False,37,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","76.50","2868.15","77.5175675675675676","24+",True,True,0,True
"5256-SKJGO","Female",False,True,True,64,False,"No phone service","DSL","No","Yes","No","Yes","Yes","Yes","Two year",True,"Electronic check","54.60","3423.50","53.4921875000000000","24+",False,False,4,False
"3071-VBYPO","Male",False,True,True,3,True,"No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month",False,"Electronic check","89.85","248.40","82.8000000000000000","0-6",True,True,3,False
"9560-BBZXK","Female",False,False,False,36,False,"No phone service","DSL","Yes","No","No","No","No","No","Two year",False,"Bank transfer (automatic)","31.05","1126.35","31.2875000000000000","24+",False,False,1,False
"5299-RULOA","Female",False,True,True,10,True,"Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month",True,"Electronic check","100.25","1064.65","106.4650000000000000","6-12",True,True,3,True
"8402-OOOHJ","Female",False,False,False,41,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","20.65","835.15","20.3695121951219512","24+",False,False,0,False
"9445-ZUEQE","Male",False,True,True,27,True,"Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month",True,"Credit card (automatic)","85.20","2151.60","79.6888888888888889","24+",True,True,2,False
"1091-SOZGA","Female",False,True,True,56,True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year",True,"Credit card (automatic)","99.80","5515.45","98.4901785714285714","24+",False,True,3,False
"2928-HLDBA","Female",False,False,False,6,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.70","112.75","18.7916666666666667","6-12",True,False,0,False
"0404-SWRVG","Male",False,False,False,3,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","74.40","229.55","76.5166666666666667","0-6",True,True,0,True
"6497-TILVL","Female",False,True,True,7,True,"No","DSL","Yes","No","No","No","No","No","Month-to-month",False,"Mailed check","50.70","350.35","50.0500000000000000","6-12",True,False,1,False
"7219-TLZHO","Female",False,True,True,4,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.85","62.90","15.7250000000000000","0-6",True,False,0,False
"4622-YNKIJ","Male",False,False,False,33,True,"No","Fiber optic","Yes","No","No","Yes","Yes","No","Two year",True,"Electronic check","88.95","3027.65","91.7469696969696970","24+",False,True,3,False
"4412-YLTKF","Female",True,False,False,27,True,"Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month",True,"Electronic check","78.05","2135.50","79.0925925925925926","24+",True,True,1,True
"6734-PSBAW","Male",False,True,False,72,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Bank transfer (automatic)","23.55","1723.95","23.9437500000000000","24+",False,False,0,False
"3930-ZGWVE","Male",False,False,False,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","19.75","19.75","19.7500000000000000","0-6",True,False,0,False
"2639-UGMAZ","Male",True,False,False,71,False,"No phone service","DSL","Yes","Yes","No","No","Yes","Yes","One year",True,"Electronic check","56.45","3985.35","56.1316901408450704","24+",False,False,4,False
"2876-GZYZC","Female",False,False,False,13,True,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month",True,"Electronic check","85.95","1215.65","93.5115384615384615","13-24",True,True,1,False
"6207-WIOLX","Female",False,True,True,25,False,"No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month",True,"Credit card (automatic)","58.60","1502.65","60.1060000000000000","24+",True,False,5,True
"8587-XYZSF","Male",False,False,False,67,True,"No","DSL","No","No","No","Yes","No","No","Two year",False,"Bank transfer (automatic)","50.55","3260.10","48.6582089552238806","24+",False,False,1,False
"3091-FYHKI","Male",False,False,False,1,False,"No phone service","DSL","No","No","No","No","No","Yes","Month-to-month",True,"Electronic check","35.45","35.45","35.4500000000000000","0-6",True,False,1,True
"2372-HWUHI","Male",False,False,False,2,True,"No","DSL","No","No","No","No","No","No","Month-to-month",False,"Electronic check","44.35","81.25","40.6250000000000000","0-6",True,False,0,True
"7799-LGRDP","Female",False,False,False,43,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Credit card (automatic)","25.70","1188.20","27.6325581395348837","24+",False,False,0,False
"7850-VWJUU","Female",False,False,False,23,True,"No","Fiber optic","Yes","No","No","No","No","No","Month-to-month",True,"Bank transfer (automatic)","75.00","1778.50","77.3260869565217391","13-24",True,True,1,False
"3774-VBNXY","Female",False,True,True,64,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","20.20","1277.75","19.9648437500000000","24+",False,False,0,False
